configuration,group,omitted_concept,sample,source_file,e2e_latency_s,throughput_tokens_s,completion_tokens,output_sha256_12
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,4,run_06.json,6.544483185,19.558458076,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,5,run_07.json,6.495995283,19.704447805,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,6,run_08.json,6.625235319,19.320068471,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,7,run_09.json,6.616215944,19.346406024,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,8,run_10.json,6.348051786,20.163666635,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,9,run_11.json,6.356022358,20.138381018,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,10,run_12.json,6.440701485,19.873611641,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,11,run_13.json,6.375023603,20.078357032,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,12,run_14.json,6.374428034,20.080232975,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,13,run_15.json,6.373466969,20.083260905,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,14,run_16.json,6.397150517,20.008908602,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,15,run_17.json,6.374964952,20.078541757,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,16,run_18.json,6.375936747,20.075481468,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,17,run_19.json,6.371425867,20.089694626,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,18,run_20.json,6.435080290,19.890971710,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,19,run_21.json,6.395453691,20.014217314,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,20,run_22.json,6.507747412,19.668864186,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,21,run_23.json,6.557100296,19.520823874,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,22,run_24.json,6.508476257,19.666661587,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,23,run_25.json,6.553154945,19.532576456,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,24,run_26.json,6.455810785,19.827099067,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,25,run_27.json,6.541087627,19.568611107,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,26,run_28.json,6.377594233,20.070264011,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,27,run_29.json,6.377730131,20.069836347,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,28,run_30.json,6.380803347,20.060170020,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,29,run_31.json,6.379639626,20.063829231,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,30,run_32.json,6.439115047,19.878508003,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,31,run_33.json,6.495578766,19.705711317,128,68e10a82edac
no_bf8_activation,without BF8 activation lowering,BF8 activation lowering,32,run_34.json,6.436584234,19.886324072,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,1,run_03.json,6.328628778,20.225550349,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,2,run_04.json,6.327878952,20.227946990,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,3,run_05.json,6.320787430,20.250641462,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,4,run_06.json,6.347273588,20.166138772,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,5,run_07.json,6.426780701,19.916659049,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,6,run_08.json,6.356644630,20.136409606,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,7,run_09.json,6.328408718,20.226253661,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,8,run_10.json,6.301996231,20.311024524,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,9,run_11.json,6.340026855,20.189188929,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,10,run_12.json,6.411423683,19.964364598,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,11,run_13.json,6.428256989,19.912085069,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,12,run_14.json,6.531866550,19.596236238,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,13,run_15.json,6.460252523,19.813466971,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,14,run_16.json,6.393279791,20.021022728,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,15,run_17.json,6.411589146,19.963849381,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,16,run_18.json,6.298011780,20.323874339,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,17,run_19.json,6.307962179,20.291814752,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,18,run_20.json,6.325628042,20.235144897,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,19,run_21.json,6.456549883,19.824829409,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,20,run_22.json,6.351628065,20.152313499,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,21,run_23.json,6.372841597,20.085231691,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,22,run_24.json,6.393437862,20.020527728,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,23,run_25.json,6.314383030,20.271180794,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,24,run_26.json,6.311538935,20.280315360,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,25,run_27.json,6.534226418,19.589158964,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,26,run_28.json,6.556231260,19.523411380,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,27,run_29.json,6.527347565,19.609803022,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,28,run_30.json,6.467731237,19.790556426,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,29,run_31.json,6.417701960,19.944833962,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,30,run_32.json,6.437783480,19.882619601,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,31,run_33.json,6.439508200,19.877294357,128,68e10a82edac
no_layout_admission,without decode layout admission,decode layout admission,32,run_34.json,6.353987217,20.144831211,128,68e10a82edac
